Depmuni,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,ESTADO_ENCUESTA,RECO_DIC
94001,1,1,2,2,35564,1,1,1,,0
52835,1,1,1,5,35565,1,1,1,,0
13001,2,1,1,3,35566,1,1,1,,0
88001,3,1,1,1,35567,1,1,1,,0
52835,1,1,1,4,35568,1,1,1,,0
52835,1,1,1,2,35569,1,1,1,,0
13001,2,1,1,2,35570,1,1,1,,0
52835,1,1,1,3,35571,1,1,1,,0
52835,1,1,1,4,35572,1,1,1,,0
66001,2,1,4,5,35573,1,1,1,,0
95001,2,1,1,1,35574,1,1,1,,0
52835,1,1,1,3,35575,1,1,1,,0
88001,2,1,3,1,35576,1,1,1,,0
95001,3,1,1,2,35577,1,1,1,,0
95001,1,1,1,2,35578,1,1,1,,0
95001,1,1,1,1,35580,1,1,1,,0
52835,1,1,1,3,35581,1,1,1,,0
95001,3,1,1,1,35582,1,1,1,,0
94001,1,1,1,5,35583,1,1,1,,0
95001,3,1,2,2,35584,1,1,1,,0
94001,1,1,2,1,35585,1,1,1,,0
95001,1,1,2,2,35586,1,1,1,,0
94001,1,1,1,7,35587,1,1,1,,0
52835,1,1,1,4,35588,1,1,1,,0
94001,2,1,1,1,35589,1,1,1,,0
95001,1,1,2,4,35590,1,1,1,,0
94001,1,1,2,1,35591,1,1,1,,0
52835,2,1,1,5,35592,1,1,1,,0
94001,2,1,1,1,35593,1,1,1,,0
94001,2,1,2,1,35594,1,1,1,,0
94001,1,1,2,4,35596,1,1,1,,0
95001,3,1,1,1,35597,1,1,1,,0
94001,1,1,1,1,35598,1,1,1,,0
52835,1,1,1,1,35599,1,1,1,,0
94001,1,1,2,4,35600,1,1,1,,0
94001,1,1,2,4,35601,1,1,1,,0
52835,1,1,1,5,35602,1,1,1,,0
88001,2,1,3,4,35603,1,1,1,,0
94001,1,1,3,4,35604,1,1,1,,0
95001,3,1,9,2,35605,1,1,1,,0
91001,1,1,2,3,35606,1,1,1,,0
94001,2,1,2,1,35608,1,1,1,,0
95001,3,1,1,1,35609,1,1,1,,0
95001,1,1,9,3,35610,1,1,1,,0
94001,1,1,2,4,35611,1,1,1,,0
94001,2,1,3,2,35612,1,1,1,,0
52835,1,1,1,5,35613,1,1,1,,0
52835,1,1,1,4,35614,1,1,1,,0
95001,2,1,2,3,35615,1,1,1,,0
95001,1,1,2,4,35616,1,1,1,,0
94001,1,1,2,5,35617,1,1,1,,0
94001,1,1,2,3,35618,1,1,1,,0
52835,1,1,1,5,35619,1,1,1,,0
52835,1,1,1,1,35620,1,1,1,,0
95001,2,1,2,5,35621,1,1,1,,0
94001,1,1,1,3,35622,1,1,1,,0
95001,1,1,1,3,35623,1,1,1,,0
50001,2,1,2,4,35624,1,1,1,,0
50001,2,1,2,5,35625,1,1,1,,0
50001,2,1,2,4,35626,1,1,1,,0
50001,1,1,2,3,35627,1,1,1,,0
88001,1,1,2,4,35628,1,1,1,,0
50001,3,1,2,2,35629,1,1,1,,0
13001,2,1,1,5,35630,1,1,1,,0
91001,1,1,2,1,35631,1,1,1,,0
13001,2,1,1,2,35632,1,1,1,,0
13001,2,1,1,2,35633,1,1,1,,0
66001,2,1,4,5,35634,1,1,1,,0
13001,2,1,2,1,35635,1,1,1,,0
91001,1,1,2,2,35636,1,1,1,,0
66001,2,1,4,2,35637,1,1,1,,0
50001,2,1,2,4,35638,1,1,1,,0
13001,2,1,1,1,35639,1,1,1,,0
19001,1,1,2,4,35640,1,1,1,,0
66001,2,1,4,3,35641,1,1,1,,0
50001,2,1,2,4,35642,1,1,1,,0
91001,1,1,3,5,35643,1,1,1,,0
19001,1,1,2,2,35644,1,1,1,,0
50006,1,1,3,3,35645,1,1,1,,0
19001,1,1,2,4,35646,1,1,1,,0
13001,2,1,1,5,35647,1,1,1,,0
19001,1,1,1,4,35648,1,1,1,,0
13001,2,1,2,2,35649,1,1,1,,0
50006,2,1,2,4,35650,1,1,1,,0
13001,2,1,2,7,35651,1,1,1,,0
19001,1,1,2,10,35652,1,1,1,,0
50001,1,1,2,5,35653,1,1,1,,0
19001,1,1,2,3,35654,1,1,1,,0
91001,1,1,2,4,35655,1,1,1,,0
50001,1,1,3,4,35656,1,1,1,,0
19001,1,1,1,4,35657,1,1,1,,0
66001,1,1,4,5,35658,1,1,1,,0
66001,2,1,4,3,35659,1,1,1,,0
66001,2,1,4,2,35660,1,1,1,,0
66001,1,1,4,3,35661,1,1,1,,0
73001,1,1,2,6,35662,1,1,1,,0
73001,1,1,1,4,35663,1,1,1,,0
73001,1,1,1,2,35664,1,1,1,,0
73001,2,1,3,1,35665,1,1,1,,0
50001,1,1,3,4,35666,1,1,1,,0
73001,2,1,1,2,35667,1,1,1,,0
19001,1,1,3,5,35670,1,1,1,,0
73001,2,1,2,2,35671,1,1,1,,0
19001,1,1,1,3,35672,1,1,1,,0
73001,1,1,2,1,35673,1,1,1,,0
73001,1,1,2,3,35674,1,1,1,,0
50001,1,1,3,8,35675,1,1,1,,0
52835,1,1,1,1,35676,1,1,1,,0
73001,1,1,3,3,35677,1,1,1,,0
19001,1,1,1,4,35678,1,1,1,,0
73001,1,1,3,7,35679,1,1,1,,0
50001,1,1,3,1,35680,1,1,1,,0
19001,1,1,1,3,35681,1,1,1,,0
50001,2,1,4,2,35682,1,1,1,,0
52835,1,1,1,7,35683,1,1,1,,0
50001,1,1,1,3,35684,1,1,1,,0
52835,1,1,1,5,35685,1,1,1,,0
19001,1,1,2,2,35686,1,1,1,,0
19001,1,1,1,8,35687,1,1,1,,0
52835,1,1,1,5,35688,1,1,1,,0
52835,1,1,1,4,35689,1,1,1,,0
52835,1,1,1,3,35690,1,1,1,,0
50001,2,1,2,2,35691,1,1,1,,0
52835,1,1,1,2,35692,1,1,1,,0
73001,2,1,4,3,35693,1,1,1,,0
52835,1,1,1,4,35694,1,1,1,,0
19001,1,1,1,2,35695,1,1,1,,0
73001,2,1,4,3,35696,1,1,1,,0
52835,1,1,1,5,35697,1,1,1,,0
52835,2,1,1,2,35698,1,1,1,,0
73001,2,1,3,1,35699,1,1,1,,0
73001,2,1,3,2,35700,1,1,1,,0
52835,2,1,1,4,35701,1,1,1,,0
73001,2,1,3,3,35702,1,1,1,,0
19001,1,1,4,1,35703,1,1,1,,0
73001,2,1,3,2,35704,1,1,1,,0
13001,2,1,1,3,35705,1,1,1,,0
52835,1,1,1,5,35706,1,1,1,,0
13001,2,1,1,4,35707,1,1,1,,0
19001,1,1,4,2,35708,1,1,1,,0
52835,2,1,1,4,35709,1,1,1,,0
19001,1,1,4,3,35710,1,1,1,,0
13001,2,1,1,4,35711,1,1,1,,0
91001,1,1,1,5,35712,1,1,1,,0
52835,2,1,1,4,35713,1,1,1,,0
13001,2,1,1,2,35714,1,1,1,,0
19001,1,1,4,3,35715,1,1,1,,0
52835,1,1,1,3,35716,1,1,1,,0
13001,2,1,1,2,35717,1,1,1,,0
19001,1,1,4,3,35718,1,1,1,,0
50001,1,1,2,1,35719,1,1,1,,0
50001,3,1,1,2,35720,1,1,1,,0
13001,1,1,1,4,35721,1,1,1,,0
88001,2,1,2,2,35723,1,1,1,,0
13001,2,1,1,3,35724,1,1,1,,0
13001,1,1,4,6,35725,1,1,1,,0
13001,2,1,1,6,35727,1,1,1,,0
50001,1,1,3,1,35728,1,1,1,,0
88001,3,1,2,1,35729,1,1,1,,0
50001,1,1,3,1,35731,1,1,1,,0
88001,2,1,2,1,35732,1,1,1,,0
50001,2,1,4,1,35733,1,1,1,,0
13001,1,1,4,4,35734,1,1,1,,0
91001,1,1,1,4,35735,1,1,1,,0
50001,1,1,4,3,35736,1,1,1,,0
50001,1,1,2,2,35737,1,1,1,,0
91001,2,1,1,1,35738,1,1,1,,0
50001,1,1,4,1,35739,1,1,1,,0
20001,1,1,1,4,35740,1,1,1,,0
50001,2,1,4,3,35741,1,1,1,,0
91001,1,1,1,1,35742,1,1,1,,0
50001,2,1,1,3,35743,1,1,1,,0
91001,1,1,1,5,35744,1,1,1,,0
50001,1,1,1,3,35745,1,1,1,,0
91001,1,1,1,4,35746,1,1,1,,0
19001,1,1,4,4,35747,1,1,1,,0
91001,1,1,1,4,35748,1,1,1,,0
52835,1,1,1,5,35750,1,1,1,,0
19001,1,1,4,3,35751,1,1,1,,0
52835,1,1,1,2,35752,1,1,1,,0
91001,1,1,1,4,35753,1,1,1,,0
52835,1,1,1,7,35754,1,1,1,,0
50001,1,1,3,7,35755,1,1,1,,0
52835,1,1,1,1,35756,1,1,1,,0
52835,2,1,1,4,35757,1,1,1,,0
52835,1,1,1,2,35758,1,1,1,,0
19001,1,1,4,4,35759,1,1,1,,0
13001,2,1,3,7,35760,1,1,1,,0
52835,1,1,1,2,35761,1,1,1,,0
19001,1,1,4,4,35762,1,1,1,,0
52835,1,1,1,4,35763,1,1,1,,0
13001,1,1,2,1,35764,1,1,1,,0
19001,1,1,4,4,35765,1,1,1,,0
13001,1,1,2,4,35766,1,1,1,,0
91001,1,1,1,3,35767,1,1,1,,0
13001,1,1,1,5,35769,1,1,1,,0
19001,2,1,3,3,35771,1,1,1,,0
13001,2,1,3,5,35772,1,1,1,,0
20001,2,1,1,4,35773,1,1,1,,0
20001,2,1,1,2,35774,1,1,1,,0
91001,1,1,1,3,35775,1,1,1,,0
13001,2,1,1,3,35776,1,1,1,,0
19001,2,1,2,3,35777,1,1,1,,0
20001,1,1,1,5,35778,1,1,1,,0
19001,1,1,2,2,35779,1,1,1,,0
13001,2,1,1,5,35780,1,1,1,,0
20001,2,1,1,6,35781,1,1,1,,0
20001,2,1,2,3,35782,1,1,1,,0
13001,2,1,1,2,35783,1,1,1,,0
91001,1,1,2,2,35784,1,1,1,,0
13001,2,1,1,1,35785,1,1,1,,0
85001,2,1,2,4,35786,1,1,1,,0
13001,1,1,1,4,35787,1,1,1,,0
13001,2,1,3,2,35788,1,1,1,,0
13001,2,1,2,4,35789,1,1,1,,0
13001,2,1,3,1,35790,1,1,1,,0
13001,1,1,1,2,35791,1,1,1,,0
13001,2,1,1,2,35792,1,1,1,,0
85001,2,1,2,3,35793,1,1,1,,0
13001,2,1,2,2,35794,1,1,1,,0
13001,2,1,1,2,35796,1,1,1,,0
13001,2,1,2,4,35797,1,1,1,,0
13001,1,1,3,3,35798,1,1,1,,0
13001,2,1,1,1,35799,1,1,1,,0
20011,1,1,1,4,35800,1,1,1,,0
20001,1,1,2,5,35801,1,1,1,,0
20013,1,1,1,6,35802,1,1,1,,0
19001,1,1,2,4,35803,1,1,1,,0
20001,1,1,3,4,35804,1,1,1,,0
20001,1,1,4,4,35805,1,1,1,,0
88001,2,1,3,4,35806,1,1,1,,0
19001,1,1,1,4,35807,1,1,1,,0
88001,1,1,3,4,35808,1,1,1,,0
19001,2,1,4,2,35809,1,1,1,,0
88001,1,1,3,4,35810,1,1,1,,0
20001,2,1,1,3,35811,1,1,1,,0
19001,2,1,2,3,35812,1,1,1,,0
88001,2,1,1,5,35813,1,1,1,,0
20001,1,1,2,4,35814,1,1,1,,0
20001,2,1,2,4,35815,1,1,1,,0
88001,1,1,3,2,35816,1,1,1,,0
19001,1,1,2,5,35817,1,1,1,,0
50001,1,1,3,3,35818,1,1,1,,0
50001,2,1,3,1,35819,1,1,1,,0
88001,3,1,2,1,35820,1,1,1,,0
19001,1,1,1,2,35822,1,1,1,,0
88001,1,1,2,1,35823,1,1,1,,0
19001,2,1,1,3,35824,1,1,1,,0
50001,1,1,3,1,35825,1,1,1,,0
97001,1,1,1,3,35826,1,1,1,,0
50001,1,1,4,1,35827,1,1,1,,0
20001,1,1,2,4,35829,1,1,1,,0
73001,2,1,3,1,35830,1,1,1,,0
94001,1,1,2,6,35831,1,1,1,,0
50001,1,1,4,1,35832,1,1,1,,0
97001,1,1,1,2,35833,1,1,1,,0
50001,1,1,4,2,35834,1,1,1,,0
88001,2,1,4,1,35835,1,1,1,,0
44001,1,1,1,6,35836,1,1,1,,0
73001,2,1,3,4,35837,1,1,1,,0
50001,2,1,4,2,35838,1,1,1,,0
52835,1,1,1,6,35839,1,1,1,,0
97001,1,1,1,2,35840,1,1,1,,0
50001,1,1,4,2,35841,1,1,1,,0
97001,1,1,1,1,35842,1,1,1,,0
88001,3,1,2,1,35843,1,1,1,,0
73001,2,1,4,3,35844,1,1,1,,0
13001,2,1,2,2,35845,1,1,1,,0
94001,1,1,3,1,35846,1,1,1,,0
44001,1,1,1,4,35847,1,1,1,,0
52835,1,1,1,4,35848,1,1,1,,0
97001,1,1,1,3,35849,1,1,1,,0
88001,1,1,2,2,35850,1,1,1,,0
52835,1,1,1,4,35852,1,1,1,,0
63001,1,1,3,2,35853,1,1,1,,0
99001,1,1,1,2,35854,1,1,1,,0
05001,1,1,4,2,35855,1,1,1,,0
73001,2,1,3,2,35856,1,1,1,,0
94001,1,1,1,4,35857,1,1,1,,0
13001,2,1,2,3,35858,1,1,1,,0
97001,1,1,1,4,35859,1,1,1,,0
50001,1,1,4,2,35861,1,1,1,,0
63001,1,1,1,6,35864,1,1,1,,0
50001,1,1,4,2,35865,1,1,1,,0
73001,2,1,3,1,35866,1,1,1,,0
05154,2,1,2,1,35867,1,1,1,,0
44001,1,1,1,4,35868,1,1,1,,0
44001,1,1,4,2,35869,1,1,1,,0
52835,1,1,1,5,35870,1,1,1,,0
05001,1,1,3,2,35871,1,1,1,,0
27001,2,1,2,5,35872,1,1,1,,0
97001,1,1,1,10,35873,1,1,1,,0
52835,2,1,1,3,35874,1,1,1,,0
99001,1,1,1,4,35875,1,1,1,,0
50001,2,1,4,2,35876,1,1,1,,0
73001,2,1,3,3,35877,1,1,1,,0
11001,2,1,3,4,35878,1,1,1,,0
63001,1,1,2,4,35879,1,1,1,,0
05154,2,1,2,1,35880,1,1,1,,0
05001,1,1,3,5,35881,1,1,1,,0
50001,1,1,4,3,35882,1,1,1,,0
44001,1,1,4,5,35883,1,1,1,,0
44001,1,1,1,3,35884,1,1,1,,0
17001,1,1,4,4,35885,1,1,1,,0
05001,2,1,4,3,35888,1,1,1,,0
73001,2,1,4,2,35889,1,1,1,,0
27001,1,1,1,5,35890,1,1,1,,0
05154,1,1,2,4,35891,1,1,1,,0
47001,1,1,1,1,35892,1,1,1,,0
52835,2,1,1,5,35893,1,1,1,,0
52835,1,1,1,3,35894,1,1,1,,0
50001,1,1,4,3,35895,1,1,1,,0
17174,1,1,2,11,35896,1,1,1,,0
99001,1,1,1,2,35897,1,1,1,,0
63001,1,1,1,2,35898,1,1,1,,0
11001,2,1,3,2,35899,1,1,1,,0
05001,1,1,3,4,35900,1,1,1,,0
50001,3,1,2,3,35901,1,1,1,,0
44001,1,1,1,2,35903,1,1,1,,0
05154,1,1,2,4,35904,1,1,1,,0
52835,1,1,1,6,35906,1,1,1,,0
63001,1,1,1,2,35907,1,1,1,,0
44430,1,1,2,1,35908,1,1,1,,0
23001,1,1,2,3,35909,1,1,1,,0
50001,2,1,3,4,35911,1,1,1,,0
97001,1,1,1,3,35913,1,1,1,,0
17001,2,1,4,2,35914,1,1,1,,0
70001,2,1,1,3,35915,1,1,1,,0
11001,2,1,3,2,35916,1,1,1,,0
63001,1,1,2,6,35917,1,1,1,,0
47001,1,1,1,1,35919,1,1,1,,0
73001,2,1,3,6,35921,1,1,1,,0
27001,1,1,2,1,35922,1,1,1,,0
50001,2,1,2,4,35923,1,1,1,,0
52835,1,1,1,9,35924,1,1,1,,0
47001,1,1,2,5,35925,1,1,1,,0
63001,1,1,2,4,35928,1,1,1,,0
08001,2,1,6,3,35929,1,1,1,,0
44001,1,1,1,2,35931,1,1,1,,0
11001,2,1,2,4,35935,1,1,1,,0
17174,1,1,2,1,35937,1,1,1,,0
11001,2,1,3,4,35938,1,1,1,,0
50001,2,1,4,5,35939,1,1,1,,0
20001,1,1,2,2,35940,1,1,1,,0
44430,1,1,2,4,35942,1,1,1,,0
05001,2,1,3,3,35947,1,1,1,,0
97001,3,1,1,2,35948,1,1,1,,0
17001,1,1,4,4,35950,1,1,1,,0
50001,1,1,3,7,35953,1,1,1,,0
15176,2,1,2,3,35954,1,1,1,,0
63001,1,1,1,5,35955,1,1,1,,0
13001,1,1,4,3,35956,1,1,1,,0
63001,2,1,2,3,35958,1,1,1,,0
52835,1,1,1,1,35959,1,1,1,,0
50001,2,1,4,6,35961,1,1,1,,0
99001,1,1,1,6,35962,1,1,1,,0
52835,1,1,1,5,35963,1,1,1,,0
20001,2,1,3,1,35964,1,1,1,,0
23001,1,1,1,2,35967,1,1,1,,0
52001,1,1,4,6,35968,1,1,1,,0
11001,2,1,3,2,35970,1,1,1,,0
81001,1,1,1,4,35972,1,1,1,,0
52835,1,1,1,3,35974,1,1,1,,0
13001,1,1,3,3,35975,1,1,1,,0
44430,1,1,2,1,35976,1,1,1,,0
17001,1,1,3,1,35979,1,1,1,,0
27001,1,1,1,2,35980,1,1,1,,0
23001,2,1,1,4,35981,1,1,1,,0
15176,1,1,1,3,35983,1,1,1,,0
17001,2,1,4,3,35985,1,1,1,,0
27001,2,1,3,2,35986,1,1,1,,0
13001,1,1,1,4,35988,1,1,1,,0
97001,2,1,1,4,35989,1,1,1,,0
18001,2,1,1,4,35990,1,1,1,,0
41001,1,1,4,4,35991,1,1,1,,0
20001,2,1,2,5,35992,1,1,1,,0
50001,2,1,2,1,35993,1,1,1,,0
20001,2,1,3,4,35994,1,1,1,,0
05154,1,1,2,3,35995,1,1,1,,0
99001,1,1,1,3,35996,1,1,1,,0
47001,2,1,1,1,35997,1,1,1,,0
63001,1,1,1,3,35998,1,1,1,,0
20001,1,1,4,3,35999,1,1,1,,0
81001,2,1,1,1,36000,1,1,1,,0
81001,1,1,2,5,36001,1,1,1,,0
25307,1,1,2,4,36002,1,1,1,,0
50001,2,1,1,1,36003,1,1,1,,0
44430,2,1,2,4,36004,1,1,1,,0
15176,2,1,2,5,36005,1,1,1,,0
23001,2,1,2,4,36007,1,1,1,,0
41001,1,1,4,7,36008,1,1,1,,0
44001,1,1,1,4,36009,1,1,1,,0
97001,1,1,1,4,36010,1,1,1,,0
20001,1,1,2,5,36012,1,1,1,,0
63001,1,1,3,5,36013,1,1,1,,0
50001,1,1,3,4,36014,1,1,1,,0
05154,4,1,2,6,36015,1,1,1,,0
05001,1,1,3,3,36016,1,1,1,,0
11001,1,1,3,10,36017,1,1,1,,0
50001,1,1,1,1,36018,1,1,1,,0
97001,2,1,1,6,36019,1,1,1,,0
18001,2,1,2,3,36021,1,1,1,,0
54001,2,1,2,5,36022,1,1,1,,0
81001,1,1,3,1,36023,1,1,1,,0
81001,1,1,3,4,36024,1,1,1,,0
17001,1,1,4,5,36025,1,1,1,,0
17001,2,1,3,5,36026,1,1,1,,0
20001,2,1,2,5,36027,1,1,1,,0
20011,1,1,4,4,36028,1,1,1,,0
15176,2,1,1,3,36029,1,1,1,,0
50001,1,1,1,1,36030,1,1,1,,0
13001,1,1,2,5,36031,1,1,1,,0
99001,1,1,1,5,36032,1,1,1,,0
50001,2,1,3,2,36033,1,1,1,,0
81001,1,1,1,2,36034,1,1,1,,0
05154,1,1,2,5,36035,1,1,1,,0
27001,2,1,3,2,36036,1,1,1,,0
05001,1,1,3,3,36037,1,1,1,,0
18001,1,1,1,10,36038,1,1,1,,0
44001,1,1,1,2,36039,1,1,1,,0
81001,1,1,1,4,36041,1,1,1,,0
11001,1,1,2,3,36042,1,1,1,,0
20001,1,1,2,5,36043,1,1,1,,0
17001,2,1,2,3,36044,1,1,1,,0
23001,2,1,1,1,36045,1,1,1,,0
47001,1,1,1,2,36046,1,1,1,,0
97001,3,1,1,5,36047,1,1,1,,0
27001,1,1,1,4,36049,1,1,1,,0
97001,1,1,1,5,36050,1,1,1,,0
20001,2,1,3,5,36051,1,1,1,,0
17001,2,1,4,2,36052,1,1,1,,0
17001,1,1,2,5,36053,1,1,1,,0
50001,2,1,1,2,36054,1,1,1,,0
81001,1,1,1,3,36055,1,1,1,,0
50001,1,1,3,2,36056,1,1,1,,0
44430,2,1,2,3,36058,1,1,1,,0
20001,1,1,2,4,36059,1,1,1,,0
47189,2,1,3,3,36060,1,1,1,,0
63001,2,1,1,1,36061,1,1,1,,0
50001,2,1,3,2,36062,1,1,1,,0
27001,2,1,3,2,36063,1,1,1,,0
17001,1,1,3,3,36064,1,1,1,,0
23001,2,1,3,2,36065,1,1,1,,0
99001,1,1,1,4,36067,1,1,1,,0
66001,1,1,3,7,36068,1,1,1,,0
47189,1,1,2,4,36069,1,1,1,,0
97001,2,1,1,3,36070,1,1,1,,0
47001,1,1,2,4,36071,1,1,1,,0
66001,2,1,3,4,36072,1,1,1,,0
50001,2,1,1,3,36073,1,1,1,,0
17001,1,1,2,4,36074,1,1,1,,0
63001,1,1,1,5,36075,1,1,1,,0
13001,2,1,1,1,36076,1,1,1,,0
63001,1,1,1,3,36077,1,1,1,,0
17001,1,1,3,4,36078,1,1,1,,0
18001,1,1,1,2,36079,1,1,1,,0
44001,1,1,1,5,36081,1,1,1,,0
05001,2,1,3,4,36082,1,1,1,,0
23001,2,1,1,4,36083,1,1,1,,0
41001,1,1,4,2,36084,1,1,1,,0
50001,1,1,3,4,36085,1,1,1,,0
17001,1,1,4,2,36086,1,1,1,,0
27001,1,1,1,3,36087,1,1,1,,0
11001,1,1,3,2,36088,1,1,1,,0
63001,1,1,3,3,36089,1,1,1,,0
27001,1,1,3,2,36090,1,1,1,,0
19001,1,1,1,3,36091,1,1,1,,0
97001,1,1,1,4,36092,1,1,1,,0
85010,1,1,2,2,36093,1,1,1,,0
50001,2,1,1,3,36094,1,1,1,,0
54874,1,1,1,7,36095,1,1,1,,0
27001,1,1,1,3,36096,1,1,1,,0
97001,1,1,2,5,36097,1,1,1,,0
27001,2,1,1,3,36098,1,1,1,,0
17001,2,1,4,4,36099,1,1,1,,0
76001,3,1,2,1,36100,1,1,1,,0
99001,1,1,1,4,36101,1,1,1,,0
15176,1,1,2,3,36102,1,1,1,,0
17001,2,1,1,2,36103,1,1,1,,0
11001,1,1,3,3,36104,1,1,1,,0
44430,2,1,1,2,36105,1,1,1,,0
91001,1,2,,7,36106,1,1,1,,0
05154,4,1,2,3,36108,1,1,1,,0
86568,1,1,1,3,36109,1,1,1,,0
97001,1,1,1,4,36110,1,1,1,,0
81001,2,1,1,7,36111,1,1,1,,0
44001,1,1,1,2,36112,1,1,1,,0
17001,1,1,3,1,36113,1,1,1,,0
66001,1,1,3,6,36114,1,1,1,,0
11001,1,1,3,4,36115,1,1,1,,0
13001,1,1,1,4,36116,1,1,1,,0
11001,1,1,2,4,36117,1,1,1,,0
05001,2,1,3,4,36118,1,1,1,,0
23001,1,1,3,5,36119,1,1,1,,0
17001,1,1,2,6,36120,1,1,1,,0
66001,1,1,3,3,36121,1,1,1,,0
13001,2,1,3,2,36122,1,1,1,,0
18001,1,1,1,5,36123,1,1,1,,0
25307,1,1,3,3,36124,1,1,1,,0
66001,1,1,3,3,36125,1,1,1,,0
15176,2,1,2,5,36126,1,1,1,,0
05154,1,1,2,2,36127,1,1,1,,0
11001,2,1,3,4,36128,1,1,1,,0
52001,3,1,2,2,36129,1,1,1,,0
44430,2,1,2,1,36130,1,1,1,,0
25307,1,1,3,3,36131,1,1,1,,0
63001,1,1,1,2,36132,1,1,1,,0
99001,1,1,1,6,36133,1,1,1,,0
17001,1,1,3,1,36134,1,1,1,,0
27001,1,1,3,3,36135,1,1,1,,0
17380,1,1,1,3,36136,1,1,1,,0
17001,1,1,2,6,36137,1,1,1,,0
81001,1,1,1,4,36138,1,1,1,,0
05154,2,1,2,2,36139,1,1,1,,0
97001,3,1,1,2,36140,1,1,1,,0
27001,2,1,3,2,36141,1,1,1,,0
66001,1,1,3,4,36142,1,1,1,,0
44430,2,1,1,4,36143,1,1,1,,0
18001,1,1,1,4,36144,1,1,1,,0
66001,2,1,3,2,36145,1,1,1,,0
44001,1,1,1,4,36146,1,1,1,,0
25307,1,1,3,3,36147,1,1,1,,0
11001,1,1,5,3,36148,1,1,1,,0
19001,1,1,2,4,36149,1,1,1,,0
15176,1,1,2,1,36150,1,1,1,,0
66001,2,1,3,3,36151,1,1,1,,0
05154,2,1,2,2,36153,1,1,1,,0
11001,2,1,3,3,36155,1,1,1,,0
52001,1,1,1,1,36156,1,1,1,,0
66001,2,1,3,3,36157,1,1,1,,0
05001,2,1,3,4,36158,1,1,1,,0
25307,1,1,3,2,36159,1,1,1,,0
13001,1,1,1,6,36160,1,1,1,,0
99001,1,1,8,5,36161,1,1,1,,0
41001,1,1,4,3,36162,1,1,1,,0
25307,1,1,2,1,36165,1,1,1,,0
20001,2,1,3,4,36166,1,1,1,,0
17001,2,1,4,1,36167,1,1,1,,0
15176,2,1,2,3,36168,1,1,1,,0
15238,2,1,2,5,36169,1,1,1,,0
44430,2,1,2,4,36170,1,1,1,,0
54874,1,1,1,9,36171,1,1,1,,0
23001,1,1,3,6,36172,1,1,1,,0
76001,3,1,2,1,36173,1,1,1,,0
52001,1,1,3,3,36174,1,1,1,,0
41001,1,1,4,4,36175,1,1,1,,0
11001,2,1,3,3,36176,1,1,1,,0
97001,2,1,1,2,36178,1,1,1,,0
50001,1,1,1,3,36179,1,1,1,,0
27001,2,1,1,4,36181,1,1,1,,0
05001,2,1,2,7,36182,1,1,1,,0
11001,1,1,2,3,36183,1,1,1,,0
85010,2,1,2,2,36184,1,1,1,,0
52001,1,1,1,3,36185,1,1,1,,0
20001,1,1,3,6,36186,1,1,1,,0
25307,1,1,3,4,36187,1,1,1,,0
25307,1,1,2,4,36188,1,1,1,,0
20001,2,1,3,4,36189,1,1,1,,0
15176,2,1,2,3,36190,1,1,1,,0
50001,1,1,3,6,36191,1,1,1,,0
17001,1,1,3,3,36192,1,1,1,,0
52001,1,1,3,4,36193,1,1,1,,0
25307,1,1,3,2,36194,1,1,1,,0
13001,1,1,1,1,36195,1,1,1,,0
44001,1,1,1,4,36196,1,1,1,,0
76001,2,1,4,5,36197,1,1,1,,0
47001,1,1,2,4,36198,1,1,1,,0
54001,1,1,3,1,36199,1,1,1,,0
05154,1,1,2,7,36200,1,1,1,,0
17001,2,1,2,6,36201,1,1,1,,0
76001,2,1,4,2,36202,1,1,1,,0
11001,1,1,3,1,36203,1,1,1,,0
91001,1,1,1,5,36204,1,1,1,,0
25307,1,1,2,7,36205,1,1,1,,0
76001,2,1,4,2,36206,1,1,1,,0
05001,1,1,4,2,36207,1,1,1,,0
20001,1,1,2,5,36209,1,1,1,,0
25307,1,1,3,2,36211,1,1,1,,0
15176,1,1,2,2,36212,1,1,1,,0
11001,2,1,5,2,36213,1,1,1,,0
20001,2,1,3,2,36214,1,1,1,,0
11001,1,1,3,4,36215,1,1,1,,0
25307,1,1,3,2,36216,1,1,1,,0
27001,1,1,1,4,36217,1,1,1,,0
44430,1,1,2,4,36218,1,1,1,,0
17001,2,1,4,6,36219,1,1,1,,0
05154,2,1,2,1,36220,1,1,1,,0
54874,1,1,1,5,36221,1,1,1,,0
44001,1,1,1,3,36222,1,1,1,,0
25307,1,1,2,4,36223,1,1,1,,0
11001,2,1,3,2,36224,1,1,1,,0
85010,1,1,2,4,36226,1,1,1,,0
13001,2,1,3,4,36227,1,1,1,,0
20001,1,1,2,5,36228,1,1,1,,0
05154,1,1,2,3,36229,1,1,1,,0
25307,1,1,3,3,36230,1,1,1,,0
54001,1,1,2,6,36231,1,1,1,,0
11001,1,1,3,3,36232,1,1,1,,0
11001,2,1,2,2,36235,1,1,1,,0
17001,2,1,2,2,36236,1,1,1,,0
20001,2,1,3,1,36238,1,1,1,,0
17001,2,1,3,2,36240,1,1,1,,0
27001,1,1,1,3,36241,1,1,1,,0
05154,1,1,2,3,36242,1,1,1,,0
